num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,gross,Class
34,115,88,890,1000,5275,4737,6,30,R,7500000,1997,1000,6.9,508,43490057,B
76,135,317,34,57,29205,164,1,194,PG,55000000,1996,40,6.3,0,49994804,B
169,130,16000,416,16000,60165,17771,1,326,PG-13,65000000,2000,495,6.4,0,90454043,B
95,127,96,577,746,12375,2393,1,194,PG-13,36000000,1999,602,6.8,846,14378353,A
316,98,12000,1000,18000,149947,25780,1,326,PG-13,100000000,2010,3000,6.8,18000,81557479,B
81,110,8,322,1000,33669,3000,1,269,PG,35000000,1986,692,4.6,0,16295774,A
350,125,78,745,1000,45799,3979,0,180,R,20000000,2014,969,7,0,5749134,A
73,124,41,197,512,10100,1523,0,59,R,24000000,1999,481,5.4,153,8427204,A
25,100,0,359,655,781,1906,0,20,PG,7000000,1999,476,6.3,157,2148212,A
83,91,0,65,387,54478,648,0,184,R,7000000,1996,96,7.1,0,1040879,A
153,107,80,841,2000,22639,5992,6,217,PG-13,19000000,2006,2000,5.5,300,7156725,A
175,136,759,354,11000,75573,12194,1,662,R,68000000,2003,599,5.5,4000,33685268,B
114,113,11000,99,537,20576,943,0,161,R,12000000,1998,255,6.3,652,5032496,A
74,107,7,442,745,6221,2125,1,87,R,2500000,1999,631,7,500,1282084,A
50,92,737,380,718,15088,2240,3,105,R,7000000,1996,524,6.8,824,14891000,A
78,104,238,22,60,11132,150,0,86,PG-13,11000000,2006,35,6.8,0,352786,A
288,107,27,360,664,41574,2440,1,145,R,12000000,2012,591,6.6,0,7918283,A
233,122,301,457,1000,96569,2759,0,522,PG-13,20000000,2005,539,6.7,0,75072454,B
81,89,11,973,1000,10885,4060,0,271,PG-13,17000000,2002,982,4.8,814,12693621,A
188,94,107,117,835,166791,1258,0,132,PG,90000000,2009,256,7,0,196573705,B
185,154,776,933,10000,430055,16785,0,856,PG-13,75000000,1996,2000,6.9,16000,306124059,B
221,115,0,751,10000,97697,13159,8,185,PG-13,29000000,2015,1000,6.5,40000,183436380,B
142,87,85,118,311,62038,760,0,281,R,9000000,1988,189,6.5,0,33244684,B
168,95,38,249,567,102071,1495,3,756,PG,5000000,2002,312,6.6,5000,241437427,B
250,111,0,287,6000,69569,6748,0,436,R,15000000,2007,294,6.5,0,1294640,A
196,83,473,597,20000,56269,26402,0,366,R,16000000,2006,4000,5.9,0,39511038,B
33,74,0,719,886,1231,5139,0,26,PG,10000000,2004,808,5.8,49,6491350,A
117,88,21,772,1000,46076,4720,2,88,R,1000000,2006,835,7.4,11000,104077,A
139,98,235,229,4000,70141,5270,1,385,PG-13,10000000,2000,464,5.9,0,68353550,B
110,88,30,0,15,9037,15,1,70,R,1750211,2005,0,7.8,0,1523883,A
7,110,10,582,851,1103,3293,0,11,R,,1994,780,6.5,160,8880705,A
12,128,545,353,783,13830,3126,1,61,PG-13,40000000,1994,754,6.1,680,24332324,A
37,96,0,654,3000,11729,6861,0,106,R,14000000,1998,2000,6,645,15062898,A
79,82,216,885,1000,9971,5761,1,119,R,10000000,2005,922,6.3,661,131617,A
40,212,759,812,2000,35314,5708,0,145,PG-13,63000000,1994,925,6.6,0,25052000,A
102,99,212,54,130,36108,450,0,260,R,7000000,1988,125,5.7,0,49369900,B
97,94,23,582,2000,36666,4868,2,144,PG-13,25000000,2003,1000,5.3,0,30222640,B
107,83,28,624,4000,65270,6081,1,100,PG,85000000,2006,650,6.2,863,84303558,B
121,93,131,90,497,16224,776,1,76,R,4000000,2007,113,6.5,830,2426851,A
50,94,9,612,11000,8055,13524,4,89,PG-13,15000000,2000,897,5.5,816,8735529,A
292,101,243,74,969,27260,1252,0,247,R,750000,2011,128,5.5,0,77501,A
60,91,38,377,625,9607,2747,0,174,PG-13,3300000,2006,464,7.4,0,8108247,A
97,104,38,690,801,29517,2667,7,79,R,1500000,2013,727,5.8,0,3447339,A
334,108,480,706,14000,583341,17623,3,626,R,35000000,2009,839,7.8,24000,277313371,B
231,98,249,702,87000,82380,92456,0,629,PG-13,160000000,2006,2000,5.6,0,60655503,B
162,108,529,690,17000,104356,19945,,186,PG-13,25000000,2010,861,6.3,14000,80014842,B
62,124,0,535,2000,35130,5122,3,283,R,6000000,1980,553,7.8,0,54800000,B
166,106,6,422,12000,72259,15015,1,788,PG-13,137000000,2001,2000,6.4,0,32131830,B
13,87,0,258,1000,122,2359,0,3,R,,2000,749,4.2,4,58163,A
454,153,777,1000,20000,383591,37321,2,620,R,46000000,2013,15000,8.1,86000,60962878,B
95,134,3000,77,205,11622,428,1,157,PG-13,5000000,1997,130,7.2,1000,20733485,A
40,90,7,405,939,4339,2815,2,31,R,6000000,2001,890,6.1,593,22235901,A
61,124,212,810,1000,21102,3611,3,169,PG-13,98000000,1995,903,5.6,1000,11000000,A
50,122,589,150,848,17068,1164,0,215,PG,500000,2008,153,6.5,0,33451479,B
27,75,269,7,100,1227,127,1,11,,,2005,8,6.8,62,47111,A
81,92,41,522,1000,49486,4050,1,116,PG,60000000,2003,955,5.5,886,104148781,B
173,108,191,336,597,37714,1981,1,204,PG-13,2000000,2007,541,7.1,0,19067631,A
143,88,7,484,2000,171792,4478,0,222,G,90000000,1998,500,7.5,12000,120618403,B
48,135,41,808,982,37911,3648,0,73,R,45000000,1996,843,6.3,1000,53854588,B
267,77,13000,973,40000,188785,60683,1,467,PG,40000000,2005,16000,7.4,0,53337608,B
81,90,65,730,18000,85362,20795,6,181,PG,10000000,1989,769,6.9,0,40485039,B
191,96,47,442,3000,40514,4053,0,234,R,10000000,2005,497,6.8,808,12570442,A
21,102,12000,801,19000,36918,21499,4,42,PG,11000000,1987,875,5.9,3000,167780960,B
91,102,167,436,656,22147,2754,0,156,PG-13,12000000,2002,528,6.3,770,75074950,B
293,104,53,652,22000,99236,33903,0,321,PG-13,20000000,2008,11000,7.5,0,33422556,B
245,101,420,467,12000,115687,16235,0,269,PG-13,100000000,2014,3000,6,21000,72660029,B
205,118,252,30,529,37446,619,4,232,PG-13,80000000,2009,48,5.8,0,19673424,A
288,98,255,759,18000,485430,20453,0,492,PG,165000000,2010,953,8.2,33000,217387997,B
206,102,235,520,956,156225,2998,1,502,R,50000000,2006,845,6.8,0,62318875,B
109,110,19,39,25000,12233,25676,0,89,PG-13,5000000,2008,579,6.8,0,4040588,A
316,110,335,988,11000,299852,25763,0,713,R,75000000,2008,11000,6.7,0,134568845,B
495,142,464,825,15000,321227,28631,0,1067,PG-13,200000000,2014,10000,6.7,41000,202853933,B
106,89,100,327,33000,9006,34398,7,54,PG-13,,2009,947,6.1,0,113155,A
113,108,212,347,969,22823,2799,1,113,PG-13,22000000,2009,794,5.6,0,12232937,A
183,107,737,678,6000,56813,8094,11,381,R,22000000,2004,718,6.7,0,12784713,A
71,98,89,3,88,7143,173,1,52,PG-13,225000,1990,74,7.5,865,2938208,A
63,95,31,450,944,1977,2928,0,64,R,36000000,2000,886,5.3,133,2954405,A
59,95,40,342,663,36363,2266,0,256,PG-13,30000000,1997,349,3.7,1000,35927406,B
28,120,0,702,1000,4100,5963,10,35,R,2400000,1996,748,6.8,352,5731103,A
445,88,181,11,15000,386217,28011,4,553,R,23600000,2009,13000,7.7,26000,75590286,B
131,121,102,43,117,41620,286,0,418,R,54000000,2003,62,2.4,2000,5660084,A
19,117,69,87,898,666,1753,0,40,PG-13,,1997,577,7,91,821997,A
223,112,36,746,10000,213898,12676,4,250,PG-13,17000000,2012,751,7.2,36000,64998368,B
320,136,0,1000,20000,534658,37723,1,3597,PG,115000000,1999,14000,6.5,13000,474544677,B
128,94,11000,975,11000,31169,23283,0,192,PG,18000000,2000,11000,6.7,812,17071230,A
105,96,845,488,978,23345,3072,2,167,R,30000000,1998,968,6.1,629,18967571,A
459,139,168,1000,14000,341058,22226,2,713,PG-13,85000000,2014,5000,6.7,49000,150832203,B
81,94,98,89,10000,6223,10869,7,40,PG-13,,2014,773,5.9,0,137945,A
457,112,3000,1000,15000,471644,21773,1,623,R,50000000,2012,3000,7,74000,218628680,B
362,114,0,423,3000,236421,5095,1,515,PG,90000000,2013,806,7.3,70000,58229120,B
80,112,41,490,1000,36983,3301,3,100,R,40000000,2008,500,5.9,0,19151864,A
112,125,40,407,13000,43651,15916,0,196,R,60000000,2002,787,6.3,997,19076815,A
11,114,19,842,1000,7748,3688,2,48,R,35000000,1982,883,5.8,0,69700000,B
208,122,117,140,40000,124765,41636,1,541,R,35000000,2001,1000,6.8,0,31598308,B
129,97,29,816,15000,63969,18789,1,126,PG-13,25000000,2008,852,5.5,0,48237389,B
215,118,154,915,3000,150764,5637,3,318,PG-13,80000000,2008,982,6.6,0,101111837,B
169,95,18,18,622,64387,848,0,85,PG,78000000,2013,161,6.5,15000,119793567,B
317,140,149,581,27000,332276,29692,1,514,PG-13,25000000,2011,798,8.2,77000,13651662,A
64,116,176,84,192,52136,475,0,184,PG-13,68000000,1997,117,6.2,0,61355436,B
31,114,0,582,982,7354,2753,5,50,PG-13,20000000,2012,618,4.8,0,65623128,B
215,105,29,257,24000,166194,28928,2,215,R,40000000,2009,4000,7.1,0,71347010,B
67,84,64,748,2000,5156,4617,0,21,PG,9000000,2011,892,5.4,0,11860839,A
49,97,105,269,982,9541,2603,1,64,R,10000000,2011,503,3.3,0,2331318,A
151,120,17,808,22000,42547,33585,1,265,R,42000000,2001,9000,6.1,748,24375436,A
306,116,179,236,15000,222403,16149,2,453,PG-13,200000000,2010,567,6.6,23000,90755643,B
149,220,0,3000,22000,790926,39960,1,650,R,13000000,1974,14000,9,14000,57300000,B
166,101,57,230,1000,31918,1947,1,142,R,35000000,2009,603,5.5,0,10268846,A
40,93,7,922,1000,3299,4329,0,24,R,15500000,2005,1000,5.9,191,1181197,A
132,96,31,536,651,90070,3119,0,248,PG-13,11000000,1990,610,7.1,11000,16667084,A
90,91,31,141,1000,23072,1564,2,89,R,35000000,2015,249,5.4,0,10214013,A
248,108,0,690,13000,52888,16031,1,175,R,21000000,2009,734,6.5,0,33313582,B
242,129,0,655,2000,40941,4264,1,320,PG-13,25100000,2008,826,6.4,0,25517500,A
148,116,120,664,12000,91414,16539,2,359,PG,11000000,1982,980,7.7,0,78900000,B
112,75,19,806,1000,25870,3590,0,281,PG-13,9000000,2006,934,5.1,0,23078294,A
192,146,17000,635,22000,728685,24783,3,989,R,25000000,1990,854,8.7,25000,46836394,B
270,83,6,142,707,44329,1565,0,309,R,1000000,2014,305,5.7,13000,31537320,B
43,95,24,426,931,4065,3322,6,33,PG-13,15000000,2013,539,5.3,0,9123834,A
191,184,0,691,3000,254111,5401,0,1999,PG-13,140000000,2001,961,6.1,0,198539855,B
118,106,43,460,1000,17436,2495,0,71,PG,27000000,2007,506,6.8,0,7486906,A
160,123,130,426,826,20827,2259,0,136,PG,35000000,2010,638,7.2,0,59699513,B
112,93,82,729,926,89687,4293,11,666,PG-13,20000000,2007,869,2.3,0,39737645,B
58,95,548,360,389,23671,1792,0,247,PG-13,8000000,2004,363,3.5,0,40066497,B
181,104,0,898,8000,128593,11632,5,867,R,22000000,2001,1000,6.9,0,30059386,B
274,113,22000,379,716,845580,1997,0,2067,R,9000000,2000,651,8.5,40000,25530884,A
127,95,63,720,23000,71527,26940,0,217,PG,140000000,2002,770,7.1,0,38120554,B
135,90,23,233,957,110788,1997,1,258,PG-13,100000000,2005,550,6.1,2000,110332737,B
193,104,1000,939,24000,84131,41701,1,400,R,35000000,2004,15000,6.2,0,39692139,B
44,94,10,141,694,12077,1668,2,162,PG-13,35000000,2001,605,6,433,13264986,A
180,103,44,190,637,56605,1342,3,89,R,7000000,2015,256,7.3,23000,17474107,A
114,100,1000,220,989,7721,2165,0,72,R,3000000,2005,744,7.2,635,11694528,A
129,118,41,442,2000,14143,3474,4,102,R,13000000,2006,812,7.1,0,1150403,A
127,136,49,730,17000,92702,20299,0,209,PG-13,30000000,2005,807,7.2,0,67253092,B
16,94,37,104,318,294,751,0,16,R,300000,1997,157,5.5,26,40542,A
15,102,11,575,651,2561,3894,0,21,PG,,2013,611,6.1,0,2507106,A
138,104,0,329,14000,30836,15860,1,137,R,4500000,2009,1000,5.9,7000,108229,A
66,109,200,1000,21000,7116,41645,2,79,R,8000000,2003,18000,5.6,494,336456,A
239,133,549,343,10000,146364,11799,0,237,PG-13,35000000,2010,796,7.4,27000,21129348,A
149,106,0,379,17000,29341,18947,4,93,R,6000000,2014,1000,6.7,0,3588432,A
51,98,681,13,94,8000,139,1,138,R,250000,2002,26,7.2,661,3799339,A
173,107,153,233,11000,246492,12700,1,685,PG-13,70000000,2006,1000,6.4,7000,137340146,B
191,132,357,212,14000,142569,14790,0,737,PG-13,70000000,2002,223,5.8,10000,141204016,B
95,97,8,22,423,3274,516,0,84,PG,500000,1977,23,5.9,0,17000000,A
22,143,688,42,638,1547,788,2,50,G,25000000,1970,50,6.2,104,5000000,A
378,150,0,206,10000,280228,14296,7,420,R,37000000,2010,4000,7.6,29000,92173235,B
125,81,5,710,49000,13086,50831,0,156,R,4000000,2006,780,5.9,576,7825820,A
110,102,36,433,747,32412,1930,1,184,PG-13,,2007,452,5.6,0,42640890,B
238,108,58,838,14000,145974,26002,1,611,PG-13,52000000,2008,11000,6.3,10000,143704210,B
147,95,98,78,405,30394,1070,1,103,PG-13,40000000,2012,358,5.8,0,37101011,B
80,72,2,434,1000,13324,3402,1,79,G,20000000,2002,677,5.8,302,48423368,B
152,90,0,826,4000,116910,7103,0,520,R,6000000,1999,899,7.2,0,4859475,A
65,124,0,701,8000,46482,9988,2,252,PG-13,50000000,1998,818,6.7,0,91030827,B
83,115,39,685,11000,50653,14322,1,143,R,27000000,1997,956,6.6,0,60491560,B
447,119,1000,741,11000,136019,13391,0,443,PG-13,120000000,2011,1000,5.8,14000,98780042,B
313,151,563,1000,40000,522040,48486,2,1832,PG-13,225000000,2006,5000,7.3,5000,423032628,B
91,148,72,99,582,31080,804,2,217,PG-13,75000000,1999,103,6.7,0,39251128,B
62,99,17,826,918,7991,4797,7,30,PG-13,,2010,912,4.9,0,24708699,A
43,85,119,144,3000,83269,3847,6,87,PG-13,23000000,1991,348,6.8,0,86930411,B
378,165,0,808,974,242420,3988,2,918,PG-13,210000000,2014,956,5.7,56000,245428137,B
141,145,80,794,13000,375240,16094,0,542,PG,960000,1976,1000,8.1,0,117235247,B
232,117,234,919,11000,255257,15590,3,374,R,27000000,2008,989,7,0,87341380,B
75,149,15000,982,15000,50311,28713,6,212,PG,26000000,1996,9000,6.9,0,25809813,A
148,109,415,228,673,74476,1775,2,184,PG-13,30000000,2009,489,7.4,15000,49185998,B
42,91,23,629,925,7159,2913,2,88,PG-13,15000000,1998,660,5,247,10443316,A
14,102,8,40,14000,14129,14281,1,39,PG-13,11000000,1991,163,5.1,967,2807854,A
146,107,110,722,23000,261317,25088,2,1137,R,20000000,2002,876,7.5,20000,1190018,A
85,93,22,303,11000,12304,11860,0,73,R,,2006,505,6.7,799,17311,A
39,100,0,440,488,4682,2428,0,206,PG-13,7500000,1999,488,3.5,129,12610552,A
43,120,155,240,344,38949,2054,3,112,R,32000000,1993,242,7.1,0,36733909,B
68,109,0,186,553,2603,1439,0,34,R,,2011,471,6.3,952,841206,A
156,215,0,463,648,138941,1937,0,1448,R,52000000,1998,568,7.6,0,36385763,B
65,112,759,933,11000,8134,17873,4,123,R,28000000,1999,1000,6.9,209,4554569,A
140,96,36,486,1000,62272,3294,0,207,R,17000000,2002,580,5.6,2000,37939782,B
34,104,80,658,8000,18286,10430,4,73,R,6000000,1988,960,6.2,0,12793213,A
361,85,65,535,942,139329,3708,0,578,R,3000000,2013,810,5.7,31000,64423650,B
453,103,125,721,15000,544884,19085,3,733,G,200000000,2010,1000,8.3,30000,414984497,B
218,113,33,11000,40000,21352,80806,1,131,PG,170000000,2016,25000,6.4,30000,76846624,B
246,125,189,839,1000,159931,5081,2,281,PG-13,58000000,2013,847,6.3,22000,44665963,B
13,115,468,150,605,4795,1290,3,39,PG-13,35000000,1991,367,5.7,452,14587732,A
330,112,97,584,17000,258186,19428,2,322,R,50000000,2014,920,7.1,24000,191616238,B
193,92,43,172,904,24391,1751,2,61,R,,2012,517,6.7,0,3094687,A
183,106,235,931,4000,102167,8315,1,483,PG-13,52000000,2006,957,5.8,0,118683135,B
68,88,34,445,642,42765,2501,0,93,PG,25000000,1991,533,6,0,78656813,B
210,102,192,31,346,60516,500,3,147,PG-13,20000000,2008,41,6.7,0,13214030,A
71,116,107,658,893,11191,3110,1,37,PG-13,7000000,2014,664,6.9,0,14612840,A
93,116,144,477,1000,15352,3845,4,199,PG-13,27000000,2002,482,6,0,69586544,B
37,85,12,23,354,2037,568,0,22,G,15000000,2008,173,5.7,175,12701880,A
75,118,176,308,18000,120202,29748,2,397,R,48000000,1999,11000,6.7,0,66488090,B
19,118,13,2,90,13442,114,0,59,R,,1993,22,7.2,0,39100956,B
59,92,89,355,729,9509,2848,4,53,R,5000000,2016,706,3.5,11000,11675178,A
181,120,0,102,105,175196,527,2,350,Not Rated,2883848,1959,103,8.3,10000,25000000,A
272,143,285,7000,11000,131227,28176,2,346,PG-13,50000000,2013,8000,6.3,41000,2175312,A
244,108,24,653,2000,47003,3892,0,215,R,30000000,2011,942,5.9,11000,23070045,A
436,106,0,175,13000,180479,13634,4,411,PG-13,60000000,2011,240,6.6,42000,75638743,B
82,86,13,553,1000,16580,3423,3,55,PG,45000000,2009,701,5.4,916,25200412,A
150,107,80,252,2000,28573,3004,2,87,PG-13,13000000,2013,257,5.7,5000,18004225,A
190,110,37,268,10000,27117,11431,1,140,R,25000000,2011,826,5.8,7000,10324441,A
91,110,164,45,258,15358,571,2,131,R,30000000,1999,218,6,328,15156200,A
576,136,94,2000,19000,496749,36188,1,742,PG-13,170000000,2014,11000,7.8,55000,259746958,B
25,98,28,102,372,1400,927,0,41,PG,18000000,1981,262,5,346,8000000,A
26,107,53,463,954,5557,2512,5,34,R,8000000,2006,551,6.4,294,53481,A
37,127,16,399,565,19126,1735,1,155,PG,20000000,1997,441,6.7,0,35422828,B
326,133,131,733,8000,249688,10565,0,548,PG-13,12000000,2014,1000,7.8,93000,124868837,B
84,105,2,0,0,3156,0,2,65,PG,,2005,0,7.5,588,8044906,A
143,90,241,416,1000,111368,3148,1,394,R,50000000,1999,495,7.1,0,81517441,B
60,102,4,882,17000,6723,30978,1,36,PG-13,15500000,2008,13000,6.8,1000,317040,A
28,91,0,170,472,739,1047,2,10,PG-13,500000,2007,185,6.5,339,12055,A
310,118,43,7000,33000,375456,57426,7,292,PG-13,50000000,2011,15000,7.4,44000,84244877,B
214,112,123,787,14000,193962,16196,0,805,R,23000000,2000,991,7.1,5000,39235088,B
78,89,0,500,1000,46205,3096,0,147,PG-13,40000000,2003,627,5.8,0,9652000,A
83,104,18,741,1000,12702,5190,0,32,PG,8000000,2011,962,5.4,0,10106233,A
18,93,9,254,23000,2265,24436,2,37,PG,24000000,1998,284,3.9,839,4308981,A
320,131,385,11000,26000,127258,52610,15,351,PG-13,90000000,2014,13000,6.1,56000,39292022,B
140,120,34,1000,18000,148490,33615,1,537,PG-13,48000000,2001,12000,7.4,0,50173190,B
150,96,83,926,26000,112516,30541,0,223,R,20000000,2009,968,6.2,0,13630226,A
122,88,0,640,2000,84325,4499,0,205,PG,35000000,2001,843,5.4,0,112692062,B
279,121,295,329,12000,186879,13421,0,791,PG-13,50000000,2009,748,6.2,0,79948113,B
264,98,21,189,438,82133,1081,0,359,R,3000000,2010,332,5.7,14000,84749884,B
189,118,167,778,20000,41288,22447,0,126,PG-13,60000000,2014,882,6.2,17000,22451,A
143,90,10,11000,22000,132415,63165,0,288,PG,75000000,2004,17000,6,0,160762022,B
107,101,43,655,2000,27580,5942,0,232,R,33000000,2001,1000,5.5,742,51758599,B
327,100,129,3000,23000,270441,39807,2,378,R,8000000,2011,10000,7.7,40000,34963967,B
535,104,1000,272,3000,96233,4082,1,313,R,11000000,2013,275,7.4,26000,13214255,A
188,118,386,812,14000,42689,17490,0,204,R,11000000,2004,1000,7.1,0,10214647,A
198,125,0,350,11000,284852,19359,0,627,PG-13,110000000,2004,8000,6.4,0,125531634,B
23,91,7,875,12000,2941,16118,2,11,PG-13,10000000,2009,3000,5.5,370,19348,A
151,121,17000,356,22000,235133,23008,1,494,R,18000000,1980,394,8.3,0,45250,A
146,110,16000,581,16000,34356,18635,1,260,R,50000000,2002,1000,6.4,705,26199517,A
91,78,56,184,376,5178,1144,2,101,PG-13,150000,2000,346,6.3,132,2882062,A
276,119,0,279,2000,242599,2853,0,1594,PG-13,40000000,2005,505,8,14000,25335935,A
234,115,14000,488,11000,661017,12906,1,771,PG,18000000,1981,783,8.5,16000,242374454,B
596,187,16000,1000,46000,272839,49912,1,1018,R,44000000,2015,1000,7.9,114000,54116191,B
56,123,92,849,1000,11600,5306,5,64,R,17000000,2013,886,6.7,7000,70492685,B
41,94,0,379,795,2458,2449,1,26,PG,40000000,2008,754,4.4,211,511920,A
441,96,0,882,10000,186606,12754,1,1125,R,32000000,2005,917,7.5,0,31493782,B
57,107,42,808,1000,49007,3435,3,97,R,11000000,1989,854,7.2,0,49797148,B
219,169,14000,13000,15000,881236,44998,2,2277,R,70000000,1998,14000,8.6,22000,216119491,B
33,86,17,581,873,3119,3646,5,18,PG-13,,2004,691,4.5,151,17321573,A
55,98,41,525,723,27492,3939,1,84,R,9500000,2000,706,6.1,0,57176582,B
315,124,737,14000,34000,75329,75793,3,256,PG-13,60000000,2015,22000,6.6,24000,56443482,B
66,105,29,742,14000,48095,16400,1,194,PG,20000000,2003,1000,5.8,0,35990505,B
119,174,338,195,354,148172,1495,3,406,G,8200000,1965,209,8,15000,163214286,B
61,197,176,760,924,29323,4109,0,344,Approved,9400000,1963,898,7.6,0,46300000,B
156,94,52,261,567,13562,2259,10,103,PG-13,18000000,2016,312,6.1,19000,59573085,B
145,83,0,31,82,133348,229,1,204,Approved,2000000,1937,47,7.7,0,184925485,B
37,97,18000,977,10000,6632,13718,3,69,R,5000000,1996,1000,6.1,225,326308,A
12,95,535,608,1000,440,3586,4,9,PG-13,,2010,646,5.9,279,27012,A
95,117,93,904,12000,55913,14831,2,182,R,,1997,1000,6.9,0,27779888,A
29,107,8,268,926,7973,2383,0,65,PG,5000000,1983,400,6.3,0,12200000,A
197,132,847,625,3000,52852,6317,1,138,R,17000000,2009,960,6.7,4000,27154426,A
211,101,357,374,907,28257,2471,0,151,PG-13,35000000,2012,445,5.1,11000,25863915,A
248,107,99,452,17000,131180,18983,6,220,R,,2009,985,6.8,0,16025394,A
79,95,13,430,1000,16651,2515,0,149,PG,5000000,2000,934,7,0,34099640,B
151,91,244,244,538,31130,1349,0,243,R,2000000,2005,363,7.4,0,3885134,A
97,87,374,484,826,39788,2689,1,619,R,15000000,2001,503,4.5,0,14249005,A
97,91,378,345,658,22408,1660,0,272,PG-13,,2003,378,7.3,0,17508936,A
130,100,70,99,473,56451,1100,0,524,PG,45000000,2009,315,2.7,0,9353573,A
248,91,192,346,23000,95274,24669,0,178,PG-13,35000000,2012,1000,6.5,20000,20275446,A
48,129,81,164,970,89972,2551,0,126,R,25000000,1992,854,6.1,0,121945720,B
80,130,323,330,670,106528,2407,1,257,PG-13,70000000,1993,442,6.2,0,50016394,B
233,95,96,8000,24000,172754,46120,3,187,PG,130000000,2010,11000,7.3,13000,148337537,B
101,99,9,648,975,47814,3500,4,426,R,14000000,1998,912,5.5,0,38048637,B
35,84,681,143,239,1656,734,0,12,Not Rated,500000,2007,172,6.2,155,52850,A
64,112,309,15,27,94139,106,2,183,R,6000000,1991,26,7.8,0,57504069,B
116,80,12,58,13000,58961,13430,0,232,PG,35000000,2004,258,5,795,75367693,B
185,130,0,568,11000,98403,12890,0,683,PG-13,100000000,2000,627,6.6,0,155370362,B
34,94,36,507,13000,23928,15183,1,100,PG,20000000,1997,828,6.6,0,13801755,A
148,128,323,489,13000,299258,14274,1,346,R,90000000,1995,559,7.6,0,100012500,B
66,93,0,717,12000,20310,14899,1,177,PG,50000000,2005,722,3.5,0,39177541,B
232,117,234,221,12000,36494,13607,2,118,R,4000000,2013,1000,6.9,11000,371897,A
270,86,18,300,1000,52642,2665,0,271,R,1000000,2012,466,5,24000,18112929,A
141,124,130,841,4000,103241,6181,0,742,R,75000000,2002,973,7.1,5000,78120196,B
66,181,278,51,402,29839,934,0,150,G,9000000,1971,343,8,0,50000000,B
283,104,109,7,480,99430,517,1,182,R,8000000,2013,12,7.4,43000,16168741,A
147,142,0,638,14000,537442,16464,0,851,R,25000000,1983,670,8.3,19000,44700000,B
180,98,80,708,22000,85531,24082,10,152,PG-13,100000000,2010,713,5.5,0,148383780,B
63,121,15,812,4000,27675,6910,4,181,R,13000000,1998,957,5.8,0,16574731,A
261,133,0,301,26000,38983,28129,1,207,R,70000000,2015,326,5.4,11000,7097125,A
135,90,5,297,449,26609,1534,1,148,PG-13,8000000,2008,332,5.2,0,25926543,A
22,104,0,498,1000,4345,2868,9,26,R,4500000,1998,597,5.6,575,23031390,A
110,115,234,521,3000,23302,4713,1,181,PG-13,60000000,1998,552,6.5,1000,56702901,B
95,112,3,268,876,15337,2832,0,172,PG,,2006,801,7.5,0,18811135,A
